Plot	Sample	SampDate	NPOC_ppm	DON_ppm	NO3_ppm	NH4_ppm	minN_ppm	chl_labile_C_mgkg	chl_labile_N_mgkg	NPOC_mgkg	DON_mgkg	NO3_mgkg	NH4_mgkg	minN_mgkg	mbc_mgkg	mbn_mgkg
5	1	2017-07-19 00:00:00.000	32.26	2.151	0.10102	0.03893407	0.13995407	311.6805078	11.18395992	158.8023162	10.58846194	0.497278673	0.191655936	0.688934609	692.6233507	20.7110369
5	1	2017-08-09 00:00:00.000	17.49	1.217	0	0.01540607	0.01540607	143.0243867	22.12447651	97.89420011	6.811734793	0	0.086230126	0.086230126	317.8319705	40.9712528
5	2	2017-07-04 00:00:00.000	57.6	2.477	0.09868	0.04827607	0.14695607	368.9247004	33.21345004	297.4018563	12.78931247	0.509507208	0.249260292	0.7587675	819.8326675	61.50638896
5	2	2017-07-13 00:00:00.000	53.76	2.811	0.0992	0.03322507	0.13242507	0	9.008597524	270.3344672	14.13523414	0.498831457	0.16707369	0.665905147	0	16.68258801
5	2	2017-07-19 00:00:00.000	27.95	1.817	0.10336	0.02353707	0.12689707	323.0405648	13.24967121	142.8291541	9.285172557	0.528186811	0.120278347	0.648465158	717.8679219	24.53642818
5	2	2017-08-09 00:00:00.000	16.46	1	0	0	0	109.9345677	17.58420467	88.58591411	5.381890286	0	0	0	244.2990394	32.56334198
5	3	2017-07-04 00:00:00.000	46.53	3.414	0.0979	0.09429407	0.19219407	388.5047953	39.59401314	243.0043488	17.82971947	0.511285746	0.492453666	1.003739412	863.3439895	73.32224656
5	3	2017-07-13 00:00:00.000	56.76	2.503	0.10388	0.02751607	0.13139607	0	10.19019431	282.5098424	12.45810669	0.517038802	0.136954908	0.65399371	0	18.8707302
5	3	2017-07-19 00:00:00.000	32.83	2.268	0.10284	0.03893407	0.14177407	336.1053944	12.65241363	161.0808585	11.12797402	0.504585912	0.191030564	0.695616476	746.9008763	23.43039561
5	3	2017-08-09 00:00:00.000	27.74	1.312	0	0.01886607	0.01886607	58.90599739	17.68340823	150.3085348	7.109041012	0	0.102225355	0.102225355	130.9022164	32.74705228
5	4	2017-07-04 00:00:00.000	80.57	3.371	0.09686	0.04931407	0.14617407	220.3348984	29.48988262	432.6726327	18.10276089	0.520152305	0.264823737	0.784976042	489.6331075	54.61089374
5	4	2017-07-13 00:00:00.000	35.36	2.503	0.1083	0.02492107	0.13322107	126.243321	16.24114469	179.3927295	12.69852947	0.549440967	0.126432657	0.675873624	280.5407134	30.07619388
5	4	2017-07-19 00:00:00.000	37.61	2.032	0.11116	0.03530107	0.14646107	336.7327527	15.04179265	187.3055146	10.11977681	0.553599601	0.17580657	0.729406171	748.2950059	27.85517158
5	4	2017-08-09 00:00:00.000	27.4	1.848	0.1135	0.02042307	0.13392307	140.1958087	21.13487937	152.6807291	10.29759078	0.632454845	0.113803256	0.746258101	311.5462416	39.1386655
5	5	2017-07-04 00:00:00.000	32.79	1.739	0.1018	0.03703107	0.13883107	271.2342739	27.86828754	167.6876295	8.893223168	0.520603863	0.189376406	0.709980269	602.7428308	51.60793989
5	5	2017-07-13 00:00:00.000	33.66	2.571	0.10206	0.03357107	0.13563107	140.3744133	20.15709022	167.928055	12.8265903	0.509172231	0.167484388	0.676656619	311.9431408	37.32794486
5	5	2017-07-19 00:00:00.000	29.15	1.353	0.1161	0.01765507	0.13375507	241.7410482	9.206510944	148.8368792	6.908277787	0.592794568	0.090144958	0.682939526	537.2023294	17.04909434
5	5	2017-08-09 00:00:00.000	58.4	2.82	0	0.02232607	0.02232607	75.35250198	17.97189863	310.1963551	14.97865961	0	0.118586739	0.118586739	167.4500044	33.28129376
6	1	2017-07-04 00:00:00.000	59.63	2.452	0	0.04291307	0.04291307	348.0574202	31.91791255	310.6846451	12.77542763	0	0.223585979	0.223585979	773.4609338	59.10724547
6	1	2017-07-13 00:00:00.000	27.9	1.387	0.09842	0.02665107	0.12507107	168.920578	7.516392208	149.9167443	7.452850334	0.528846092	0.143205794	0.672051886	375.3790622	13.91924483
6	1	2017-07-19 00:00:00.000	14.65	1.119	0.10232	0.02371007	0.12603007	362.3966774	13.23113753	73.80738864	5.6375746	0.51549297	0.119452447	0.634945417	805.3259498	24.50210654
6	1	2017-08-09 00:00:00.000	17.96	1.388	0.09946	0	0.09946	199.0933711	26.27458922	101.0535971	7.809710068	0.559620867	0	0.559620867	442.4297135	48.65664671
6	2	2017-07-04 00:00:00.000	39.38	1.513	0.09816	0.03703107	0.13519107	198.2504106	23.2994543	201.1324325	7.727612249	0.501349913	0.189135327	0.69048524	440.556468	43.14713759
6	2	2017-07-13 00:00:00.000	48.64	2.475	0.11558	0.03322507	0.14880507	0	9.865136023	245.3333169	12.4835518	0.582969259	0.167582579	0.750551838	0	18.26877041
6	2	2017-07-19 00:00:00.000	29.54	1.86	0.10492	0.03512807	0.14004807	301.2134183	12.54450872	148.487062	9.349557729	0.527395482	0.1765763	0.703971782	669.3631518	23.23057171
6	2	2017-08-09 00:00:00.000	33.23	1.371	0	0.02163407	0.02163407	64.09027095	17.88363322	186.7823366	7.70624687	0	0.121602833	0.121602833	142.4228243	33.1178393
6	3	2017-07-04 00:00:00.000	43.21	1.98	0.10128	0.04550807	0.14678807	207.9930188	23.28392644	221.3543164	10.14305824	0.518832797	0.23312677	0.751959567	462.2067085	43.1183823
6	3	2017-07-13 00:00:00.000	21.85	1.825	0.1096	0.02388307	0.13348307	165.2572442	18.95463241	113.5741839	9.486173255	0.569690186	0.124141885	0.693832071	367.2383204	35.10117113
6	3	2017-07-19 00:00:00.000	35.92	2.281	0.10648	0.04793007	0.15441007	322.9804447	16.44200072	180.5570503	11.46577483	0.535237047	0.240927396	0.776164443	717.7343216	30.44814949
6	3	2017-08-09 00:00:00.000	20.97	1.501	0	0.01592507	0.01592507	145.5280686	23.45591404	116.0048445	8.303446427	0	0.088096579	0.088096579	323.395708	43.43687785
6	4	2017-07-04 00:00:00.000	65.92	2.51	0	0.03772307	0.03772307	246.8952145	25.556238	347.1357722	13.21770006	0	0.198650289	0.198650289	548.6560322	47.32636667
6	4	2017-07-13 00:00:00.000	36.25	1.926	0.10284	0.02111507	0.12395507	99.9899753	18.3165385	184.2108734	9.787314269	0.522599896	0.107300013	0.629899909	222.1999451	33.91951575
6	4	2017-07-19 00:00:00.000	43.86	2.6	0	0.03772307	0.03772307	308.9988352	16.9170114	220.1243702	13.04886828	0	0.189324374	0.189324374	686.6640783	31.3277989
6	4	2017-08-09 00:00:00.000	21.28	1.45	0	0.01609807	0.01609807	162.2889387	21.69901041	119.3478528	8.132255009	0	0.090285249	0.090285249	360.642086	40.18335261
6	5	2017-07-04 00:00:00.000	62.19	2.978	0.09764	0.04689207	0.14453207	398.8393404	43.26863257	340.7696803	16.31793066	0.535017713	0.256944777	0.79196249	886.3096454	80.12709736
6	5	2017-07-13 00:00:00.000	35.74	2.021	0.1044	0.02025007	0.12465007	30.4092173	11.66020395	178.9554529	10.11944517	0.522746203	0.101395088	0.624141291	67.57603844	21.59297027
6	5	2017-07-19 00:00:00.000	62.96	2.993	0.10206	0.06523007	0.16729007	165.7129431	15.36759894	339.4009156	16.13448126	0.550178803	0.35163827	0.901817073	368.2509846	28.45851656
6	5	2017-08-09 00:00:00.000	35.49	1.683	0	0.01575207	0.01575207	104.4862102	20.24649579	191.9477019	9.102507248	0	0.085195087	0.085195087	232.1915781	37.49351072
7	1	2017-07-05 00:00:00.000	45.48	2.26	0.10284	0.05052507	0.15336507	316.1968134	33.47696893	245.3020791	12.1895932	0.554680427	0.272513296	0.827193723	702.6595853	61.9943869
7	1	2017-07-12 00:00:00.000	42.06	2.649	0.10726	0.02595907	0.13321907	220.4603448	26.91322901	208.3783968	13.12397464	0.531399592	0.128609353	0.660008945	489.9118773	49.83931298
7	1	2017-07-18 00:00:00.000	65.84	3.994	0.10102	0.02941907	0.13043907	235.9294098	17.45237929	369.3774466	22.40725276	0.566745286	0.165047706	0.731792992	524.2875774	32.31922091
7	1	2017-08-08 00:00:00.000	18.59	1.601	0.1291	0.01488707	0.14398707	169.5390475	21.23235084	103.9686899	8.953946882	0.722020326	0.083259234	0.80527956	376.7534388	39.31916821
7	2	2017-07-05 00:00:00.000	136.75	3.235	0	0.07266907	0.07266907	0	12.77285777	718.4893902	16.99680568	0	0.381805892	0.381805892	0	23.65344032
7	2	2017-07-12 00:00:00.000	26.45	1.845	0.1083	0.02890007	0.13720007	148.7193642	12.22125241	128.1729287	8.940606936	0.524806358	0.140045619	0.664851977	330.4874759	22.6319489
7	2	2017-07-18 00:00:00.000	38.01	2.581	0	0.03772307	0.03772307	56.36033546	3.354464548	191.5844915	13.00919686	0	0.190138258	0.190138258	125.2451899	6.211971386
7	2	2017-08-08 00:00:00.000	19.78	1.489	0.1525	0	0.1525	151.3921026	21.92096015	104.5393654	7.869520479	0.805978424	0	0.805978424	336.4268946	40.59437066
7	3	2017-07-05 00:00:00.000	44.7	1.875	0.09686	0.05000607	0.14686607	203.0171248	23.91179076	231.2241059	9.698997732	0.501037291	0.258671338	0.759708629	451.1491663	44.281094
7	3	2017-07-12 00:00:00.000	26.82	2.393	0.10284	0.02890007	0.13174007	133.8405099	11.51490537	130.4622456	11.64042333	0.500251206	0.140580463	0.640831669	297.4233554	21.32389882
7	3	2017-07-18 00:00:00.000	33.96	2.48	0.10102	0.04654607	0.14756607	177.9125105	12.20536769	171.7131092	12.5397088	0.51079088	0.235352485	0.746143365	395.3611344	22.60253276
7	3	2017-08-08 00:00:00.000	17.37	1.419	0.14496	0	0.14496	153.6227768	22.636203	92.73906458	7.576092841	0.773946736	0	0.773946736	341.3839485	41.91889444
7	4	2017-07-05 00:00:00.000	100.85	2.537	0	0.07076607	0.07076607	0	19.35603684	533.0370026	13.4091708	0	0.374030083	0.374030083	0	35.84451267
7	4	2017-07-12 00:00:00.000	22.97	1.999	0.11844	0.01730907	0.13574907	199.0232286	19.1740117	118.6491169	10.32562406	0.611789352	0.089408179	0.701197531	442.2738413	35.50742907
7	4	2017-07-18 00:00:00.000	31.33	2.391	0.11402	0.05208207	0.16610207	137.7396111	10.25562832	155.6115673	11.87575032	0.566320808	0.25868409	0.825004898	306.0880247	18.99190429
7	4	2017-08-08 00:00:00.000	17.14	1.372	0.14574	0.01765507	0.16339507	174.5490919	25.36696001	93.23155947	7.462876289	0.792740226	0.096033239	0.888773465	387.8868709	46.97585187
7	5	2017-07-05 00:00:00.000	40.13	1.602	0.09764	0.03755007	0.13519007	187.6449702	22.67505871	212.6871491	8.490526113	0.517487497	0.199013639	0.716501136	416.9888226	41.99084946
7	5	2017-07-12 00:00:00.000	22.32	1.91	0.13378	0.01627107	0.15005107	249.3960984	23.19171639	120.012335	10.26987275	0.719321244	0.087487863	0.806809107	554.213552	42.94762295
7	5	2017-07-18 00:00:00.000	33.43	1.712	0.09816	0.02388307	0.12204307	123.5490226	9.311060977	165.7568576	8.488655108	0.486709337	0.118420061	0.605129398	274.5533836	17.24270551
7	5	2017-08-08 00:00:00.000	29.32	2.273	0.12468	0	0.12468	151.5572744	26.61286116	156.326929	12.11906923	0.664762671	0	0.664762671	336.7939432	49.28307622
8	1	2017-07-05 00:00:00.000	76.51	2.194	0	0.04083707	0.04083707	180.8124249	23.96802251	406.8548341	11.66696518	0	0.21715801	0.21715801	401.8053886	44.38522687
8	1	2017-07-12 00:00:00.000	30.2	2.283	0.10206	0.02353707	0.12559707	135.3352182	15.75399251	151.8262762	11.4774632	0.513092376	0.118329328	0.631421704	300.7449293	29.1740602
8	1	2017-07-18 00:00:00.000	70.04	4.027	0.10362	0.02820807	0.13182807	201.873369	16.78822553	345.7342375	19.87823778	0.511493171	0.139241799	0.65073497	448.6074867	31.08930654
8	1	2017-08-08 00:00:00.000	67.69	1.38	0	0	0	0	21.89391175	369.0303275	7.52344293	0	0	0	0	40.54428103
8	2	2017-07-05 00:00:00.000	52.02	2.418	0.09972	0.04256707	0.14228707	0	0	272.5740392	12.66981981	0.522512172	0.223042641	0.745554813	0	0
8	2	2017-07-12 00:00:00.000	41.84	2.645	0.09842	0.02959207	0.12801207	201.7643202	25.59886611	214.6563698	13.56993542	0.504934988	0.151819463	0.656754451	448.365156	47.4053076
8	2	2017-07-18 00:00:00.000	38.3	1.931	0.11012	0.01471407	0.12483407	102.091398	9.2530807	204.2932128	10.30000507	0.587382992	0.078485238	0.66586823	226.8697734	17.13533463
8	2	2017-08-08 00:00:00.000	119.65	1.593	0.10128	0.01800107	0.11928107	0	28.44796125	646.2584121	8.604175934	0.547037626	0.097228106	0.644265732	0	52.68140973
8	3	2017-07-05 00:00:00.000	38.82	2.022	0	0.04135607	0.04135607	204.2150049	25.96268199	209.5028117	10.91227937	0	0.223189411	0.223189411	453.8111221	48.07904073
8	3	2017-07-12 00:00:00.000	27.68	2.083	0.1161	0.02595907	0.14205907	150.6513386	18.36488095	135.6092379	10.20498708	0.568794527	0.127178096	0.695972623	334.7807525	34.00903879
8	3	2017-07-18 00:00:00.000	484.75	2.521	0.09686	0.03270607	0.12956607	0	4.626901203	2366.365591	12.30656556	0.472833772	0.159658625	0.632492397	0	8.568335561
8	3	2017-08-08 00:00:00.000	22.05	1.752	0.13456	0.01557907	0.15013907	151.4984545	21.83707814	121.5126822	9.654885222	0.741530454	0.085852815	0.827383269	336.6632321	40.43903359
8	4	2017-07-05 00:00:00.000	62.69	2.338	0.09764	0.04775707	0.14539707	15.92685907	16.91528736	280.135448	10.4475463	0.436312413	0.213406416	0.649718829	35.39302015	31.32460621
8	4	2017-07-12 00:00:00.000	33.97	2.507	0.11922	0.02146107	0.14068107	105.8707384	11.34101383	168.6827048	12.44885313	0.592003299	0.106567893	0.698571192	235.2683076	21.00187747
8	4	2017-07-18 00:00:00.000	62.37	1.753	0	0.01713607	0.01713607	1.479417808	9.649685562	321.110845	9.025289582	0	0.088224754	0.088224754	3.28759513	17.86978808
8	4	2017-08-08 00:00:00.000	9.15	1.089	0.19592	0	0.19592	244.3278999	23.20640023	48.75630095	5.802799097	1.043970982	0	1.043970982	542.9508887	42.97481524
8	5	2017-07-05 00:00:00.000	19.87	1.349	0.11064	0.04689207	0.15753207	336.933977	28.61644032	127.4565203	8.653188014	0.709702537	0.300790139	1.010492676	748.742171	52.993408
8	5	2017-07-12 00:00:00.000	32.62	1.773	0.10102	0.02180707	0.12282707	96.94189957	15.77815243	175.8065752	9.555642482	0.544450651	0.117529929	0.66198058	215.4264435	29.21880079
8	5	2017-07-18 00:00:00.000	32.37	1.692	0	0.03184107	0.03184107	152.843591	13.85027918	171.0080756	8.938698299	0	0.168213781	0.168213781	339.6524244	25.64866515
8	5	2017-08-08 00:00:00.000	12.14	1.094	0.15406	0	0.15406	158.8598725	22.45670597	73.75431382	6.646393684	0.935962898	0	0.935962898	353.0219389	41.58649254
9	1	2017-07-05 00:00:00.000	53.66	3.327	0.107	0.04498907	0.15198907	121.6911234	19.16134096	284.8662296	17.66213093	0.568033667	0.238834639	0.806868306	270.4247187	35.48396475
9	1	2017-07-12 00:00:00.000	38.76	3.146	0.12988	0.02267207	0.15255207	245.8469453	34.19023539	196.0608879	15.91350757	0.656975958	0.114682822	0.77165878	546.3265451	63.31525071
9	1	2017-07-18 00:00:00.000	85.08	4.612	0.11922	0.05813707	0.17735707	198.6709033	18.0774504	432.3093791	23.43454227	0.605781901	0.295406684	0.901188585	441.4908962	33.47675999
9	1	2017-08-08 00:00:00.000	35.91	2.851	0.14548	0.02059607	0.16607607	167.8083821	32.47854246	211.0380145	16.75492563	0.854965479	0.121040204	0.976005683	372.9075157	60.14544901
9	2	2017-07-05 00:00:00.000	49.27	2.982	0	0.04101007	0.04101007	133.2779018	17.0583404	257.6371009	15.59313649	0	0.214445211	0.214445211	296.173115	31.58951926
9	2	2017-07-12 00:00:00.000	23.07	2.332	0.14314	0.02249907	0.16563907	128.6700775	16.85621185	114.479615	11.5720183	0.710299614	0.111646505	0.821946119	285.9335056	31.21520714
9	2	2017-07-18 00:00:00.000	59.83	1.801	0.10336	0.03218707	0.13554707	0	7.919474503	303.5439537	9.1372666	0.524390825	0.163299189	0.687690014	0	14.66569352
9	2	2017-08-08 00:00:00.000	22.98	1.694	0.14002	0.01730907	0.15732907	134.3670136	22.18762417	124.2849181	9.161821206	0.757283474	0.093614288	0.850897762	298.5933635	41.08819291
9	3	2017-07-05 00:00:00.000	39.71	2.432	0.09998	0.03772307	0.13770307	187.6806694	24.50924515	206.2178	12.62960689	0.519205632	0.195899484	0.715105116	417.0681543	45.38749103
9	3	2017-07-12 00:00:00.000	269.45	2.527	0.09816	0.03305207	0.13121207	0	16.33818644	1365.715924	12.80818015	0.497527093	0.167525472	0.665052565	0	30.25590081
9	3	2017-07-18 00:00:00.000	51.72	3.144	0.10882	0.05571507	0.16453507	104.4861557	13.04296394	257.4460072	15.64985009	0.541671974	0.277332218	0.819004192	232.1914571	24.15363692
9	3	2017-08-08 00:00:00.000	16.64	1.377	0.14184	0.01471407	0.15655407	131.2746271	21.08097705	87.05784568	7.204246004	0.742084425	0.076981685	0.81906611	291.7213935	39.03884639
9	4	2017-07-05 00:00:00.000	42.78	3.003	0.1057	0.04498907	0.15068907	166.0229408	21.17843604	223.9358332	15.7194789	0.553296343	0.235499413	0.788795756	368.9398684	39.21932599
9	4	2017-07-12 00:00:00.000	61.65	3.668	0.09946	0.03357107	0.13303107	108.6277498	15.3033578	319.7999577	19.0271897	0.515933557	0.174144798	0.690078355	241.3949997	28.33955147
9	4	2017-07-18 00:00:00.000	47.93	2.038	0.10622	0.03253307	0.13875307	114.4415059	3.392155197	240.1268205	10.21027457	0.532156705	0.162988998	0.695145703	254.3144576	6.281768884
9	4	2017-08-08 00:00:00.000	18.64	1.378	0.13482	0.01852007	0.15334007	112.9209685	25.27060328	98.95388586	7.315367742	0.715716893	0.098317215	0.814034108	250.9354856	46.79741349
9	5	2017-07-05 00:00:00.000	31.64	2.106	0.10024	0.03080307	0.13104307	134.5249558	20.3481175	188.4593994	12.54410541	0.597066062	0.183474339	0.780540401	298.9443461	37.68169908
9	5	2017-07-12 00:00:00.000	28.55	2.539	0.09764	0.03495507	0.13259507	185.5059707	19.12341426	162.6440764	14.46421401	0.556237045	0.199132577	0.755369622	412.2354904	35.41373012
9	5	2017-07-18 00:00:00.000	38.37	1.417	0.09686	0.03547407	0.13233407	87.68620957	10.12029213	193.4598408	7.14445125	0.488363831	0.17885869	0.667222521	194.8582435	18.74128172
9	5	2017-08-08 00:00:00.000	21.3	1.35	0.1356	0	0.1356	108.3432775	20.04885417	114.6305305	7.265315315	0.729760561	0	0.729760561	240.762839	37.12750772
