Plot	Transect	Pt	Level	type
8	1	28	Top.Canopy	grass
8	1	29	Top.Canopy	grass
8	1	30	Top.Canopy	perennial_grass
8	1	31	Top.Canopy	grass
8	1	32	Top.Canopy	grass
8	1	33	Top.Canopy	grass
8	1	34	Top.Canopy	grass
8	1	35	Top.Canopy	grass
8	1	36	Top.Canopy	perennial_grass
8	1	37	Top.Canopy	grass
8	1	38	Top.Canopy	grass
8	1	39	Top.Canopy	grass
8	1	40	Top.Canopy	grass
8	1	41	Top.Canopy	grass
8	1	42	Top.Canopy	grass
8	1	43	Top.Canopy	grass
8	1	44	Top.Canopy	perennial_grass
8	1	45	Top.Canopy	grass
8	1	46	Top.Canopy	grass
8	1	47	Top.Canopy	grass
8	1	48	Top.Canopy	perennial_grass
8	1	49	Top.Canopy	grass
8	1	50	Top.Canopy	grass
8	2	1	Top.Canopy	grass
8	2	2	Top.Canopy	grass
8	2	3	Top.Canopy	grass
8	2	4	Top.Canopy	grass
8	2	5	Top.Canopy	grass
8	2	6	Top.Canopy	grass
8	2	7	Top.Canopy	grass
8	2	8	Top.Canopy	grass
8	2	9	Top.Canopy	grass
8	2	10	Top.Canopy	grass
8	2	11	Top.Canopy	perennial_grass
8	2	12	Top.Canopy	grass
8	2	13	Top.Canopy	grass
8	2	14	Top.Canopy	grass
8	2	15	Top.Canopy	perennial_grass
8	2	16	Top.Canopy	grass
8	2	17	Top.Canopy	grass
8	2	18	Top.Canopy	grass
8	2	19	Top.Canopy	grass
8	2	20	Top.Canopy	grass
8	2	21	Top.Canopy	perennial_grass
8	2	22	Top.Canopy	grass
8	2	23	Top.Canopy	grass
8	2	24	Top.Canopy	grass
8	2	25	Top.Canopy	grass
8	2	26	Top.Canopy	grass
8	2	27	Top.Canopy	grass
8	2	28	Top.Canopy	grass
8	2	29	Top.Canopy	grass
8	2	30	Top.Canopy	grass
8	2	31	Top.Canopy	perennial_grass
8	2	32	Top.Canopy	perennial_grass
8	2	33	Top.Canopy	perennial_grass
8	2	34	Top.Canopy	grass
8	2	35	Top.Canopy	grass
8	2	36	Top.Canopy	grass
8	2	37	Top.Canopy	grass
8	2	38	Top.Canopy	grass
8	2	39	Top.Canopy	grass
8	2	40	Top.Canopy	grass
8	2	41	Top.Canopy	grass
8	2	42	Top.Canopy	grass
8	2	43	Top.Canopy	grass
8	2	44	Top.Canopy	grass
8	2	45	Top.Canopy	perennial_grass
8	2	46	Top.Canopy	grass
8	2	47	Top.Canopy	grass
8	2	48	Top.Canopy	grass
8	2	49	Top.Canopy	perennial_grass
8	2	50	Top.Canopy	grass
9	1	1	Top.Canopy	perennial_grass
9	1	2	Top.Canopy	perennial_grass
9	1	3	Top.Canopy	perennial_grass
9	1	4	Top.Canopy	grass
9	1	5	Top.Canopy	perennial_grass
9	1	6	Top.Canopy	grass
9	1	7	Top.Canopy	perennial_grass
9	1	8	Top.Canopy	asteraceae
9	1	9	Top.Canopy	perennial_grass
9	1	10	Top.Canopy	perennial_grass
9	1	11	Top.Canopy	grass
9	1	12	Top.Canopy	perennial_grass
9	1	13	Top.Canopy	perennial_grass
9	1	14	Top.Canopy	perennial_grass
9	1	15	Top.Canopy	perennial_grass
9	1	16	Top.Canopy	perennial_grass
9	1	17	Top.Canopy	perennial_grass
9	1	18	Top.Canopy	grass
9	1	19	Top.Canopy	grass
9	1	20	Top.Canopy	grass
9	1	21	Top.Canopy	grass
9	1	22	Top.Canopy	perennial_grass
9	1	23	Top.Canopy	grass
9	1	24	Top.Canopy	grass
9	1	25	Top.Canopy	grass
9	1	26	Top.Canopy	grass
9	1	27	Top.Canopy	grass
9	1	28	Top.Canopy	perennial_grass
9	1	29	Top.Canopy	grass
9	1	30	Top.Canopy	perennial_grass
9	1	31	Top.Canopy	grass
9	1	32	Top.Canopy	perennial_grass
9	1	33	Top.Canopy	grass
9	1	34	Top.Canopy	grass
9	1	35	Top.Canopy	perennial_grass
9	1	36	Top.Canopy	grass
9	1	37	Top.Canopy	grass
9	1	38	Top.Canopy	grass
9	1	39	Top.Canopy	grass
9	1	40	Top.Canopy	grass
9	1	41	Top.Canopy	perennial_grass
9	1	42	Top.Canopy	perennial_grass
9	1	43	Top.Canopy	grass
9	1	44	Top.Canopy	perennial_grass
9	1	45	Top.Canopy	perennial_grass
9	1	46	Top.Canopy	perennial_grass
9	1	47	Top.Canopy	perennial_grass
9	1	48	Top.Canopy	grass
9	1	49	Top.Canopy	grass
9	1	50	Top.Canopy	asteraceae
9	2	1	Top.Canopy	grass
9	2	2	Top.Canopy	perennial_grass
9	2	3	Top.Canopy	grass
9	2	4	Top.Canopy	perennial_grass
9	2	5	Top.Canopy	grass
9	2	6	Top.Canopy	grass
9	2	7	Top.Canopy	grass
9	2	8	Top.Canopy	grass
9	2	9	Top.Canopy	grass
9	2	10	Top.Canopy	grass
9	2	11	Top.Canopy	grass
9	2	12	Top.Canopy	grass
9	2	13	Top.Canopy	grass
9	2	14	Top.Canopy	grass
9	2	15	Top.Canopy	perennial_grass
9	2	16	Top.Canopy	grass
9	2	17	Top.Canopy	grass
9	2	18	Top.Canopy	grass
9	2	19	Top.Canopy	grass
9	2	20	Top.Canopy	grass
9	2	21	Top.Canopy	grass
9	2	22	Top.Canopy	grass
9	2	23	Top.Canopy	grass
9	2	24	Top.Canopy	grass
9	2	25	Top.Canopy	grass
9	2	26	Top.Canopy	grass
9	2	27	Top.Canopy	grass
9	2	28	Top.Canopy	perennial_grass
9	2	29	Top.Canopy	grass
9	2	30	Top.Canopy	grass
9	2	31	Top.Canopy	grass
9	2	32	Top.Canopy	asteraceae
9	2	33	Top.Canopy	grass
9	2	34	Top.Canopy	grass
9	2	35	Top.Canopy	grass
9	2	36	Top.Canopy	grass
9	2	37	Top.Canopy	perennial_grass
9	2	38	Top.Canopy	grass
9	2	39	Top.Canopy	grass
9	2	40	Top.Canopy	grass
9	2	41	Top.Canopy	grass
9	2	42	Top.Canopy	grass
9	2	43	Top.Canopy	asteraceae
9	2	44	Top.Canopy	dead_grass
9	2	45	Top.Canopy	grass
9	2	46	Top.Canopy	grass
9	2	47	Top.Canopy	grass
9	2	48	Top.Canopy	grass
9	2	49	Top.Canopy	grass
9	2	50	Top.Canopy	grass
10	1	1	Top.Canopy	perennial_grass
10	1	2	Top.Canopy	perennial_grass
10	1	3	Top.Canopy	perennial_grass
10	1	4	Top.Canopy	grass
10	1	5	Top.Canopy	grass
10	1	6	Top.Canopy	perennial_grass
10	1	7	Top.Canopy	grass
10	1	8	Top.Canopy	perennial_grass
10	1	11	Top.Canopy	perennial_grass
10	1	12	Top.Canopy	grass
10	1	13	Top.Canopy	grass
10	1	14	Top.Canopy	grass
10	1	15	Top.Canopy	asteraceae
10	1	16	Top.Canopy	perennial_grass
10	1	17	Top.Canopy	perennial_grass
10	1	18	Top.Canopy	perennial_grass
10	1	19	Top.Canopy	grass
10	1	20	Top.Canopy	perennial_grass
10	1	21	Top.Canopy	grass
10	1	22	Top.Canopy	grass
10	1	23	Top.Canopy	perennial_grass
10	1	24	Top.Canopy	perennial_grass
10	1	25	Top.Canopy	grass
10	1	26	Top.Canopy	grass
10	1	27	Top.Canopy	perennial_grass
10	1	28	Top.Canopy	grass
10	1	29	Top.Canopy	asteraceae
10	1	30	Top.Canopy	perennial_grass
10	1	31	Top.Canopy	grass
10	1	32	Top.Canopy	grass
10	1	33	Top.Canopy	grass
10	1	34	Top.Canopy	grass
10	1	35	Top.Canopy	asteraceae
10	1	36	Top.Canopy	grass
10	1	37	Top.Canopy	grass
10	1	38	Top.Canopy	grass
10	1	39	Top.Canopy	grass
10	1	40	Top.Canopy	grass
10	1	41	Top.Canopy	grass
10	1	42	Top.Canopy	grass
10	1	43	Top.Canopy	grass
10	1	44	Top.Canopy	grass
10	1	45	Top.Canopy	perennial_grass
10	1	46	Top.Canopy	grass
10	1	47	Top.Canopy	grass
10	1	48	Top.Canopy	grass
10	1	49	Top.Canopy	perennial_grass
10	1	50	Top.Canopy	grass
10	2	1	Top.Canopy	grass
10	2	2	Top.Canopy	grass
10	2	3	Top.Canopy	grass
10	2	4	Top.Canopy	grass
10	2	5	Top.Canopy	grass
10	2	6	Top.Canopy	grass
10	2	7	Top.Canopy	grass
10	2	8	Top.Canopy	grass
10	2	9	Top.Canopy	grass
10	2	10	Top.Canopy	perennial_grass
10	2	11	Top.Canopy	grass
10	2	12	Top.Canopy	grass
10	2	13	Top.Canopy	grass
10	2	14	Top.Canopy	grass
10	2	15	Top.Canopy	perennial_grass
10	2	16	Top.Canopy	dead_grass
10	2	17	Top.Canopy	grass
10	2	18	Top.Canopy	grass
10	2	19	Top.Canopy	grass
10	2	20	Top.Canopy	perennial_grass
10	2	21	Top.Canopy	perennial_grass
10	2	22	Top.Canopy	grass
10	2	23	Top.Canopy	perennial_grass
10	2	24	Top.Canopy	grass
10	2	25	Top.Canopy	grass
10	2	26	Top.Canopy	perennial_grass
10	2	27	Top.Canopy	grass
10	2	28	Top.Canopy	grass
10	2	29	Top.Canopy	grass
10	2	30	Top.Canopy	grass
10	2	31	Top.Canopy	perennial_grass
10	2	32	Top.Canopy	grass
10	2	33	Top.Canopy	grass
10	2	34	Top.Canopy	grass
10	2	35	Top.Canopy	grass
10	2	36	Top.Canopy	perennial_grass
10	2	37	Top.Canopy	perennial_grass
10	2	38	Top.Canopy	perennial_grass
10	2	39	Top.Canopy	perennial_grass
10	2	40	Top.Canopy	perennial_grass
10	2	41	Top.Canopy	grass
10	2	42	Top.Canopy	asteraceae
10	2	43	Top.Canopy	grass
10	2	44	Top.Canopy	asteraceae
10	2	45	Top.Canopy	grass
10	2	46	Top.Canopy	perennial_grass
10	2	47	Top.Canopy	grass
10	2	48	Top.Canopy	grass
10	2	49	Top.Canopy	grass
10	2	50	Top.Canopy	grass
11	1	1	Top.Canopy	perennial_grass
11	1	2	Top.Canopy	perennial_grass
11	1	3	Top.Canopy	grass
11	1	4	Top.Canopy	grass
11	1	5	Top.Canopy	grass
11	1	6	Top.Canopy	grass
11	1	7	Top.Canopy	dead_grass
11	1	8	Top.Canopy	perennial_grass
11	1	9	Top.Canopy	perennial_grass
11	1	10	Top.Canopy	perennial_grass
11	1	11	Top.Canopy	grass
11	1	12	Top.Canopy	grass
11	1	13	Top.Canopy	perennial_grass
11	1	14	Top.Canopy	grass
11	1	15	Top.Canopy	grass
11	1	16	Top.Canopy	grass
11	1	17	Top.Canopy	perennial_grass
11	1	18	Top.Canopy	grass
11	1	19	Top.Canopy	grass
11	1	20	Top.Canopy	perennial_grass
11	1	21	Top.Canopy	perennial_grass
11	1	22	Top.Canopy	grass
11	1	23	Top.Canopy	grass
11	1	24	Top.Canopy	perennial_grass
11	1	25	Top.Canopy	grass
11	1	26	Top.Canopy	grass
11	1	27	Top.Canopy	grass
11	1	28	Top.Canopy	grass
11	1	29	Top.Canopy	perennial_grass
11	1	30	Top.Canopy	grass
11	1	31	Top.Canopy	grass
11	1	32	Top.Canopy	grass
11	1	33	Top.Canopy	grass
11	1	34	Top.Canopy	perennial_grass
11	1	35	Top.Canopy	grass
11	1	36	Top.Canopy	grass
11	1	37	Top.Canopy	perennial_grass
11	1	38	Top.Canopy	grass
11	1	39	Top.Canopy	perennial_grass
11	1	40	Top.Canopy	grass
11	1	41	Top.Canopy	grass
11	1	42	Top.Canopy	perennial_grass
11	1	43	Top.Canopy	perennial_grass
11	1	44	Top.Canopy	grass
11	1	45	Top.Canopy	grass
11	1	46	Top.Canopy	perennial_grass
11	1	47	Top.Canopy	grass
11	1	48	Top.Canopy	grass
11	1	49	Top.Canopy	grass
11	1	50	Top.Canopy	grass
11	2	1	Top.Canopy	grass
11	2	2	Top.Canopy	grass
11	2	3	Top.Canopy	grass
11	2	4	Top.Canopy	grass
11	2	5	Top.Canopy	perennial_grass
11	2	6	Top.Canopy	grass
11	2	7	Top.Canopy	perennial_grass
11	2	8	Top.Canopy	perennial_grass
11	2	9	Top.Canopy	grass
11	2	10	Top.Canopy	grass
11	2	11	Top.Canopy	perennial_grass
11	2	12	Top.Canopy	brassiceae
11	2	13	Top.Canopy	perennial_grass
11	2	14	Top.Canopy	forb
11	2	15	Top.Canopy	grass
11	2	16	Top.Canopy	grass
11	2	17	Top.Canopy	grass
11	2	18	Top.Canopy	perennial_grass
11	2	19	Top.Canopy	grass
11	2	20	Top.Canopy	perennial_grass
11	2	21	Top.Canopy	grass
11	2	22	Top.Canopy	perennial_grass
11	2	23	Top.Canopy	grass
11	2	24	Top.Canopy	grass
11	2	25	Top.Canopy	grass
11	2	26	Top.Canopy	perennial_grass
11	2	27	Top.Canopy	perennial_grass
11	2	28	Top.Canopy	grass
11	2	29	Top.Canopy	grass
11	2	30	Top.Canopy	grass
11	2	31	Top.Canopy	grass
11	2	32	Top.Canopy	grass
11	2	33	Top.Canopy	perennial_grass
11	2	34	Top.Canopy	perennial_grass
11	2	35	Top.Canopy	perennial_grass
11	2	36	Top.Canopy	perennial_grass
11	2	37	Top.Canopy	dead_grass
11	2	38	Top.Canopy	perennial_grass
11	2	39	Top.Canopy	perennial_grass
11	2	40	Top.Canopy	perennial_grass
11	2	41	Top.Canopy	grass
11	2	42	Top.Canopy	perennial_grass
11	2	43	Top.Canopy	perennial_grass
11	2	44	Top.Canopy	dead_grass
11	2	45	Top.Canopy	perennial_grass
11	2	46	Top.Canopy	grass
11	2	47	Top.Canopy	grass
11	2	48	Top.Canopy	perennial_grass
11	2	49	Top.Canopy	grass
11	2	50	Top.Canopy	perennial_grass
12	1	1	Top.Canopy	grass
12	1	2	Top.Canopy	grass
12	1	3	Top.Canopy	grass
12	1	4	Top.Canopy	grass
12	1	5	Top.Canopy	grass
12	1	6	Top.Canopy	grass
12	1	7	Top.Canopy	grass
12	1	8	Top.Canopy	grass
12	1	9	Top.Canopy	grass
12	1	10	Top.Canopy	grass
12	1	11	Top.Canopy	grass
12	1	12	Top.Canopy	perennial_grass
12	1	13	Top.Canopy	perennial_grass
12	1	14	Top.Canopy	grass
12	1	15	Top.Canopy	grass
12	1	16	Top.Canopy	grass
12	1	17	Top.Canopy	grass
12	1	18	Top.Canopy	grass
12	1	19	Top.Canopy	perennial_grass
12	1	20	Top.Canopy	perennial_grass
12	1	21	Top.Canopy	perennial_grass
12	1	22	Top.Canopy	grass
12	1	23	Top.Canopy	perennial_grass
12	1	24	Top.Canopy	perennial_grass
12	1	25	Top.Canopy	perennial_grass
12	1	26	Top.Canopy	perennial_grass
12	1	27	Top.Canopy	grass
12	1	28	Top.Canopy	asteraceae
12	1	29	Top.Canopy	asteraceae
12	1	30	Top.Canopy	asteraceae
12	1	31	Top.Canopy	grass
12	1	32	Top.Canopy	grass
12	1	33	Top.Canopy	grass
12	1	34	Top.Canopy	grass
12	1	35	Top.Canopy	grass
12	1	36	Top.Canopy	grass
12	1	37	Top.Canopy	grass
12	1	38	Top.Canopy	grass
12	1	39	Top.Canopy	grass
12	1	40	Top.Canopy	perennial_grass
12	1	41	Top.Canopy	grass
12	1	42	Top.Canopy	grass
12	1	43	Top.Canopy	grass
12	1	44	Top.Canopy	grass
12	1	45	Top.Canopy	asteraceae
12	1	46	Top.Canopy	perennial_grass
12	1	47	Top.Canopy	grass
12	1	48	Top.Canopy	grass
12	1	49	Top.Canopy	grass
12	1	50	Top.Canopy	grass
12	2	1	Top.Canopy	grass
12	2	2	Top.Canopy	grass
12	2	3	Top.Canopy	asteraceae
12	2	4	Top.Canopy	asteraceae
12	2	5	Top.Canopy	grass
12	2	6	Top.Canopy	perennial_grass
12	2	7	Top.Canopy	grass
12	2	8	Top.Canopy	grass
12	2	9	Top.Canopy	grass
12	2	10	Top.Canopy	asteraceae
12	2	11	Top.Canopy	grass
12	2	12	Top.Canopy	grass
12	2	13	Top.Canopy	perennial_grass
12	2	14	Top.Canopy	grass
12	2	15	Top.Canopy	grass
12	2	16	Top.Canopy	perennial_grass
12	2	17	Top.Canopy	perennial_grass
12	2	18	Top.Canopy	grass
12	2	19	Top.Canopy	grass
12	2	20	Top.Canopy	perennial_grass
12	2	21	Top.Canopy	perennial_grass
12	2	22	Top.Canopy	grass
12	2	23	Top.Canopy	grass
12	2	24	Top.Canopy	asteraceae
12	2	25	Top.Canopy	grass
12	2	26	Top.Canopy	perennial_grass
12	2	27	Top.Canopy	grass
12	2	28	Top.Canopy	asteraceae
12	2	29	Top.Canopy	asteraceae
12	2	30	Top.Canopy	grass
12	2	31	Top.Canopy	grass
12	2	32	Top.Canopy	perennial_grass
12	2	33	Top.Canopy	grass
12	2	34	Top.Canopy	asteraceae
12	2	35	Top.Canopy	perennial_grass
12	2	36	Top.Canopy	perennial_grass
12	2	37	Top.Canopy	grass
12	2	38	Top.Canopy	perennial_grass
12	2	39	Top.Canopy	asteraceae
12	2	40	Top.Canopy	perennial_grass
12	2	41	Top.Canopy	perennial_grass
12	2	42	Top.Canopy	perennial_grass
12	2	43	Top.Canopy	perennial_grass
12	2	44	Top.Canopy	perennial_grass
12	2	45	Top.Canopy	perennial_grass
12	2	46	Top.Canopy	perennial_grass
12	2	47	Top.Canopy	perennial_grass
12	2	48	Top.Canopy	perennial_grass
12	2	49	Top.Canopy	grass
12	2	50	Top.Canopy	perennial_grass
1	1	1	Can.1	asteraceae
1	1	2	Can.1	asteraceae
1	1	3	Can.1	grass
1	1	5	Can.1	grass
1	1	6	Can.1	asteraceae
1	1	7	Can.1	grass
1	1	8	Can.1	asteraceae
1	1	9	Can.1	asteraceae
1	1	10	Can.1	grass
1	1	11	Can.1	grass
1	1	12	Can.1	asteraceae
1	1	13	Can.1	forb
1	1	15	Can.1	grass
1	1	16	Can.1	grass
1	1	17	Can.1	perennial_grass
1	1	19	Can.1	asteraceae
1	1	20	Can.1	grass
1	1	21	Can.1	perennial_grass
1	1	22	Can.1	grass
1	1	33	Can.1	forb
1	1	42	Can.1	grass
1	1	43	Can.1	grass
1	1	45	Can.1	grass
1	1	46	Can.1	grass
1	1	48	Can.1	grass
1	1	49	Can.1	grass
1	1	50	Can.1	grass
1	2	1	Can.1	fabaceae
1	2	2	Can.1	grass
1	2	4	Can.1	grass
1	2	5	Can.1	grass
1	2	6	Can.1	grass
1	2	7	Can.1	fabaceae
1	2	8	Can.1	perennial_grass
1	2	9	Can.1	fabaceae
1	2	10	Can.1	grass
1	2	11	Can.1	perennial_grass
1	2	12	Can.1	fabaceae
1	2	13	Can.1	fabaceae
1	2	14	Can.1	perennial_grass
1	2	15	Can.1	grass
1	2	16	Can.1	grass
1	2	17	Can.1	grass
1	2	18	Can.1	grass
1	2	19	Can.1	perennial_grass
1	2	20	Can.1	fabaceae
1	2	22	Can.1	grass
1	2	23	Can.1	grass
1	2	24	Can.1	grass
1	2	25	Can.1	fabaceae
1	2	26	Can.1	grass
1	2	27	Can.1	fabaceae
1	2	28	Can.1	grass
1	2	29	Can.1	fabaceae
1	2	30	Can.1	grass
1	2	31	Can.1	grass
1	2	33	Can.1	fabaceae
1	2	34	Can.1	grass
1	2	38	Can.1	grass
1	2	39	Can.1	grass
1	2	40	Can.1	grass
1	2	41	Can.1	grass
1	2	44	Can.1	grass
1	2	46	Can.1	grass
1	2	47	Can.1	asteraceae
1	2	48	Can.1	grass
1	2	49	Can.1	grass
1	2	50	Can.1	perennial_grass
2	1	1	Can.1	brassiceae
2	1	2	Can.1	grass
2	1	3	Can.1	brassiceae
2	1	4	Can.1	brassiceae
2	1	5	Can.1	grass
2	1	8	Can.1	grass
2	1	9	Can.1	grass
2	1	10	Can.1	grass
2	1	11	Can.1	grass
2	1	12	Can.1	grass
2	1	13	Can.1	grass
2	1	14	Can.1	grass
2	1	15	Can.1	brassiceae
2	1	16	Can.1	brassiceae
2	1	18	Can.1	brassiceae
2	1	20	Can.1	grass
2	1	21	Can.1	brassiceae
2	1	23	Can.1	asteraceae
2	1	24	Can.1	brassiceae
2	1	26	Can.1	brassiceae
2	1	27	Can.1	asteraceae
2	1	28	Can.1	brassiceae
2	1	29	Can.1	brassiceae
2	1	30	Can.1	brassiceae
2	1	31	Can.1	brassiceae
2	1	32	Can.1	grass
2	1	33	Can.1	brassiceae
2	1	34	Can.1	asteraceae
2	1	35	Can.1	fabaceae
2	1	38	Can.1	brassiceae
2	1	39	Can.1	brassiceae
2	1	40	Can.1	perennial_grass
2	1	41	Can.1	brassiceae
2	1	42	Can.1	brassiceae
2	1	46	Can.1	brassiceae
2	1	47	Can.1	brassiceae
2	1	48	Can.1	brassiceae
2	1	50	Can.1	grass
2	2	1	Can.1	grass
2	2	3	Can.1	grass
2	2	4	Can.1	grass
2	2	5	Can.1	grass
2	2	9	Can.1	grass
2	2	11	Can.1	grass
2	2	12	Can.1	grass
2	2	13	Can.1	grass
2	2	15	Can.1	grass
2	2	16	Can.1	asteraceae
2	2	17	Can.1	perennial_grass
2	2	18	Can.1	asteraceae
2	2	19	Can.1	grass
2	2	20	Can.1	brassiceae
2	2	21	Can.1	grass
2	2	22	Can.1	grass
2	2	23	Can.1	grass
2	2	25	Can.1	brassiceae
2	2	27	Can.1	brassiceae
2	2	29	Can.1	brassiceae
2	2	30	Can.1	asteraceae
2	2	31	Can.1	grass
2	2	32	Can.1	asteraceae
2	2	35	Can.1	grass
2	2	38	Can.1	brassiceae
2	2	41	Can.1	asteraceae
2	2	42	Can.1	grass
2	2	43	Can.1	grass
2	2	44	Can.1	brassiceae
2	2	45	Can.1	asteraceae
2	2	46	Can.1	grass
2	2	47	Can.1	grass
2	2	48	Can.1	grass
2	2	49	Can.1	asteraceae
2	2	50	Can.1	grass
3	1	1	Can.1	grass
3	1	2	Can.1	brassiceae
3	1	3	Can.1	brassiceae
3	1	4	Can.1	brassiceae
3	1	5	Can.1	brassiceae
3	1	6	Can.1	brassiceae
3	1	7	Can.1	brassiceae
3	1	8	Can.1	brassiceae
3	1	9	Can.1	brassiceae
3	1	11	Can.1	brassiceae
3	1	13	Can.1	grass
3	1	14	Can.1	brassiceae
3	1	15	Can.1	brassiceae
3	1	17	Can.1	grass
3	1	19	Can.1	brassiceae
3	1	20	Can.1	brassiceae
3	1	21	Can.1	brassiceae
3	1	22	Can.1	grass
3	1	23	Can.1	perennial_grass
3	1	24	Can.1	brassiceae
3	1	25	Can.1	brassiceae
3	1	26	Can.1	brassiceae
3	1	27	Can.1	grass
3	1	29	Can.1	perennial_grass
3	1	30	Can.1	brassiceae
3	1	31	Can.1	brassiceae
3	1	32	Can.1	brassiceae
3	1	33	Can.1	brassiceae
3	1	34	Can.1	brassiceae
3	1	35	Can.1	brassiceae
3	1	36	Can.1	grass
3	1	37	Can.1	brassiceae
3	1	38	Can.1	brassiceae
3	1	39	Can.1	brassiceae
3	1	40	Can.1	brassiceae
3	1	41	Can.1	brassiceae
3	1	42	Can.1	grass
3	1	43	Can.1	brassiceae
3	1	44	Can.1	grass
3	1	45	Can.1	brassiceae
3	1	46	Can.1	brassiceae
3	1	47	Can.1	brassiceae
3	1	48	Can.1	brassiceae
3	1	49	Can.1	brassiceae
3	1	50	Can.1	brassiceae
3	2	1	Can.1	grass
3	2	2	Can.1	grass
3	2	3	Can.1	grass
3	2	4	Can.1	grass
3	2	5	Can.1	grass
3	2	6	Can.1	grass
3	2	7	Can.1	grass
3	2	8	Can.1	grass
3	2	10	Can.1	grass
3	2	12	Can.1	grass
3	2	13	Can.1	perennial_grass
3	2	14	Can.1	perennial_grass
3	2	15	Can.1	brassiceae
3	2	16	Can.1	perennial_grass
3	2	17	Can.1	asteraceae
3	2	18	Can.1	grass
3	2	19	Can.1	grass
3	2	20	Can.1	grass
3	2	21	Can.1	brassiceae
3	2	22	Can.1	grass
3	2	23	Can.1	grass
3	2	24	Can.1	brassiceae
3	2	25	Can.1	brassiceae
3	2	26	Can.1	brassiceae
3	2	27	Can.1	grass
3	2	28	Can.1	grass
3	2	29	Can.1	grass
3	2	30	Can.1	brassiceae
3	2	31	Can.1	brassiceae
3	2	32	Can.1	brassiceae
3	2	33	Can.1	grass
3	2	34	Can.1	perennial_grass
3	2	35	Can.1	asteraceae
3	2	36	Can.1	grass
3	2	37	Can.1	grass
3	2	38	Can.1	grass
3	2	39	Can.1	grass
3	2	40	Can.1	grass
3	2	41	Can.1	grass
3	2	42	Can.1	brassiceae
3	2	43	Can.1	grass
3	2	44	Can.1	perennial_grass
3	2	45	Can.1	grass
3	2	46	Can.1	grass
3	2	47	Can.1	perennial_grass
3	2	48	Can.1	perennial_grass
3	2	49	Can.1	grass
3	2	50	Can.1	perennial_grass
4	1	1	Can.1	grass
4	1	14	Can.1	brassiceae
4	1	16	Can.1	brassiceae
4	1	17	Can.1	brassiceae
4	1	18	Can.1	brassiceae
4	1	19	Can.1	brassiceae
4	1	20	Can.1	brassiceae
4	1	21	Can.1	brassiceae
4	1	22	Can.1	brassiceae
4	1	23	Can.1	brassiceae
4	1	24	Can.1	perennial_grass
4	1	25	Can.1	brassiceae
4	1	26	Can.1	brassiceae
4	1	28	Can.1	brassiceae
4	1	29	Can.1	brassiceae
4	1	30	Can.1	brassiceae
4	1	31	Can.1	brassiceae
4	1	33	Can.1	brassiceae
4	1	34	Can.1	brassiceae
4	1	35	Can.1	grass
4	1	36	Can.1	grass
4	1	38	Can.1	grass
4	1	40	Can.1	perennial_grass
4	1	41	Can.1	brassiceae
4	1	42	Can.1	brassiceae
4	1	44	Can.1	grass
4	1	46	Can.1	brassiceae
4	1	47	Can.1	brassiceae
4	1	48	Can.1	brassiceae
4	1	49	Can.1	brassiceae
4	1	50	Can.1	grass
4	2	1	Can.1	grass
4	2	3	Can.1	grass
4	2	4	Can.1	grass
4	2	8	Can.1	grass
4	2	9	Can.1	grass
4	2	10	Can.1	brassiceae
4	2	11	Can.1	brassiceae
4	2	13	Can.1	grass
4	2	14	Can.1	brassiceae
4	2	15	Can.1	brassiceae
4	2	16	Can.1	brassiceae
4	2	17	Can.1	brassiceae
4	2	18	Can.1	grass
4	2	19	Can.1	brassiceae
4	2	20	Can.1	brassiceae
4	2	21	Can.1	fabaceae
4	2	22	Can.1	brassiceae
4	2	23	Can.1	brassiceae
4	2	25	Can.1	perennial_grass
4	2	26	Can.1	asteraceae
4	2	28	Can.1	brassiceae
4	2	30	Can.1	brassiceae
4	2	31	Can.1	brassiceae
4	2	33	Can.1	grass
4	2	34	Can.1	grass
4	2	35	Can.1	grass
4	2	36	Can.1	brassiceae
4	2	39	Can.1	grass
4	2	42	Can.1	grass
4	2	45	Can.1	grass
4	2	46	Can.1	perennial_grass
4	2	47	Can.1	asteraceae
4	2	49	Can.1	grass
4	2	50	Can.1	asteraceae
5	1	1	Can.1	grass
5	1	2	Can.1	asteraceae
5	1	3	Can.1	grass
5	1	5	Can.1	grass
5	1	10	Can.1	perennial_grass
5	1	11	Can.1	dead_grass
5	1	12	Can.1	grass
5	1	14	Can.1	perennial_grass
5	1	16	Can.1	grass
5	1	17	Can.1	perennial_grass
5	1	19	Can.1	perennial_grass
5	1	21	Can.1	dead_grass
5	1	24	Can.1	perennial_grass
5	1	27	Can.1	dead_grass
5	1	28	Can.1	grass
5	1	29	Can.1	grass
5	1	32	Can.1	perennial_grass
5	1	34	Can.1	grass
5	1	35	Can.1	grass
5	1	37	Can.1	grass
5	1	43	Can.1	perennial_grass
5	1	44	Can.1	grass
5	1	45	Can.1	grass
5	1	46	Can.1	grass
5	1	47	Can.1	perennial_grass
5	2	2	Can.1	asteraceae
5	2	7	Can.1	dead_grass
5	2	12	Can.1	grass
5	2	13	Can.1	grass
5	2	17	Can.1	dead_grass
5	2	19	Can.1	dead_grass
5	2	21	Can.1	dead_grass
5	2	22	Can.1	dead_grass
5	2	25	Can.1	grass
5	2	29	Can.1	perennial_grass
5	2	33	Can.1	perennial_grass
5	2	34	Can.1	grass
5	2	37	Can.1	grass
5	2	38	Can.1	grass
