Trt	Plot	Sample	Substrate	Enzyme_nm_g_hr	SampDate	RunDay
PRE	8	2	PEROX	8.517460276	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	PEROX	6.846058953	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	PEROX	1.728422913	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	PEROX	6.12047421	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	PHENOX	2.139323234	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	PHENOX	9.867693496	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	PHENOX	3.477628748	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	PHENOX	1.546853484	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	PHOS	23.62114105	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	AG	17.16829841	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	AG	10.55157831	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	AG	1.226948297	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	AG	22.16679947	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	BG	517.2553648	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	BG	374.2401279	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	BG	427.9787324	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	BG	479.1787203	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	BX	53.05564159	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	BX	32.7259356	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	BX	58.20180364	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	BX	54.58236337	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	CBH	46.63970347	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	CBH	25.68440319	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	CBH	19.65693983	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	CBH	51.67191291	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	LAP	426.0872565	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	LAP	354.43627	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	LAP	557.4783089	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	LAP	598.4467016	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	NAG	17.32204207	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	NAG	17.16031775	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	NAG	0.889255485	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	NAG	18.32080504	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	PER1	8.230668693	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	PER1	4.023262286	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	PER1	3.429904134	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	PEROX	10.30773656	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	PEROX	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	PEROX	6.723467476	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	PEROX	5.410386596	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	PHENOX	2.077067863	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	PHENOX	5.83122144	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	PHENOX	2.70020519	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	PHENOX	1.980482462	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	3	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	3	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	3	PHOS	32.28846811	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	3	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	AG	66.01014746	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	AG	39.4863849	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	AG	25.80410668	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	AG	55.10596427	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	BG	777.8989613	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	BG	476.6964617	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	BG	499.3808035	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	BG	383.2552228	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	BX	149.1226791	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	BX	75.71030888	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	BX	60.44501342	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	BX	74.69618721	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	CBH	91.57697512	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	CBH	47.12964714	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	CBH	52.34898973	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	CBH	61.90628745	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	LAP	386.3405095	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	LAP	354.3958254	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	LAP	349.3105949	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	LAP	277.3345639	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	NAG	97.86310198	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	NAG	33.7929763	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	NAG	23.73586759	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	NAG	87.95795177	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	PER1	16.34696832	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	PER1	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	PER1	4.121903856	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	PEROX	7.563628427	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	PEROX	1.657048624	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	PEROX	2.545923426	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	PEROX	3.630008747	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	PHENOX	7.279039178	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	PHENOX	5.389120543	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	PHENOX	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	4	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	4	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	4	PHOS	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	4	PHOS	128.9107071	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	AG	66.48186973	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	AG	14.68711363	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	AG	3.605436345	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	AG	47.45645173	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	BG	459.6252723	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	BG	359.8369227	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	BG	289.6043001	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	BG	369.4713354	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	BX	96.43137845	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	BX	39.42300544	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	BX	24.2274057	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	BX	64.54512618	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	CBH	65.8424173	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	CBH	47.2510457	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	CBH	19.79435722	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	CBH	55.65592275	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	LAP	264.3202653	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	LAP	369.4728731	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	LAP	430.4154942	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	LAP	390.7996577	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	NAG	93.30678046	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	NAG	46.59038311	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	NAG	18.86979142	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	NAG	69.92935933	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	PER1	10.57514609	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	PER1	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	PER1	5.83347964	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	PEROX	11.12957619	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	PEROX	2.036468324	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	PEROX	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	PEROX	5.198663784	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	PHENOX	0.554430093	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	PHENOX	8.691217504	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	PHENOX	3.073402922	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	PHENOX	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	5	PHOS	136.4814938	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	5	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	5	PHOS	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	5	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	AG	8.884724445	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	AG	28.69984754	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	AG	16.35149753	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	AG	59.44147483	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	BG	452.764927	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	BG	488.1717193	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	BG	401.4554282	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	BG	724.1299863	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	BX	62.57010087	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	BX	85.59202279	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	BX	66.47185759	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	BX	155.3308397	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	CBH	37.95513436	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	CBH	51.60655328	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	CBH	43.83202306	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	CBH	108.6561692	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	LAP	504.8908041	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	LAP	879.3127754	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	LAP	753.5454794	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	LAP	874.6829456	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	NAG	16.59321362	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	NAG	59.04026202	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	NAG	27.97512861	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	NAG	41.39925259	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	PER1	13.20392483	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	PER1	2.199119254	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	PER1	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	PER1	5.681934397	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	PEROX	11.22473135	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	PEROX	4.664243878	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	PEROX	0.924057	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	PEROX	9.970781155	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	PHENOX	2.465124625	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	PHENOX	2.591711489	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	PHENOX	4.288846758	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	1	PHOS	4.520592687	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	1	PHOS	9.553677412	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	1	PHOS	27.66473306	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	1	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	AG	30.17802855	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	AG	17.34060156	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	AG	17.19383638	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	AG	13.48941508	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	BG	447.2306191	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	BG	418.6263965	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	BG	392.7873163	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	BG	374.4747611	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	BX	68.85898556	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	BX	51.63386471	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	BX	48.95658745	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	BX	41.81333169	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	CBH	42.47884156	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	CBH	29.04860112	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	CBH	18.65564168	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	CBH	34.00070371	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	LAP	416.1102491	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	LAP	442.2896821	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	LAP	599.3347618	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	LAP	485.7968567	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	NAG	22.93741617	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	NAG	13.25990491	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	NAG	27.62504154	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	NAG	7.03848853	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	PER1	12.21583734	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	PER1	0.77668463	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	PER1	4.259315793	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	PEROX	16.378099	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	PEROX	0.733614146	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	PEROX	9.90283473	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	PEROX	7.000792713	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	PHENOX	4.162261657	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	PHENOX	1.621898608	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	PHENOX	9.1261501	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	PHENOX	2.74147692	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	2	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	2	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	2	PHOS	102.5944892	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	2	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	AG	47.42142821	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	AG	12.85611728	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	AG	21.04952056	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	AG	40.1646647	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	BG	624.0830472	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	BG	491.6091733	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	BG	455.9006255	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	BG	374.4909879	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	BX	109.7316384	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	BX	45.80473139	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	BX	58.48521926	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	BX	67.80304577	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	CBH	69.16646188	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	CBH	3.51901214	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	CBH	62.41967281	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	CBH	51.08582183	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	LAP	406.9826232	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	LAP	542.5028428	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	LAP	492.9136465	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	LAP	487.4213784	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	NAG	57.14339167	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	NAG	19.4398062	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	NAG	42.20847623	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	NAG	34.26327407	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	PER1	2.870252624	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	PER1	4.797037164	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	PER1	0.440837975	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	PER1	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	PEROX	6.485727202	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	PEROX	14.49640004	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	PEROX	3.910935849	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	PEROX	0.111286641	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	PHENOX	3.615474578	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	PHENOX	9.69936288	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	PHENOX	3.470097874	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	PHENOX	2.03485545	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	3	PHOS	0.192402318	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	3	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	3	PHOS	124.3497435	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	3	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	AG	47.63448354	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	AG	25.09603637	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	AG	2.24064992	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	AG	27.68084727	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	BG	638.5635989	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	BG	517.3235689	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	BG	387.9746342	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	BG	379.0604884	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	BX	99.50498606	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	BX	88.12714639	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	BX	28.9330175	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	BX	56.70879222	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	CBH	69.28341333	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	CBH	12.06123213	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	CBH	6.771579881	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	CBH	45.5041369	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	LAP	450.7346374	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	LAP	576.723674	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	LAP	474.1802327	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	LAP	491.0482897	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	NAG	40.30254502	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	NAG	33.70047004	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	NAG	0.546215504	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	NAG	26.41616301	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	PER1	9.488492024	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	PER1	5.677215282	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	PER1	4.354566082	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	PER1	1.959187707	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	PEROX	7.066935921	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	PEROX	10.30197709	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	PEROX	11.04087851	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	PEROX	6.811088428	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	PHENOX	4.624761808	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	PHENOX	6.686312427	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	PHENOX	4.851900722	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	4	PHOS	11.29473975	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	4	PHOS	0.74431972	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	4	PHOS	131.3689029	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	4	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	AG	3.8054602	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	AG	16.9517125	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
